ticket_id,ticket_description,sentiment,topic,intent,emotion,confidence,reason
11,"I'm having an issue with the {product_purchased}. Please assist. 1-800-799-0808.

Product Search: What's New in 2-3-4-5? Report Feedback Customer Service is your best I'm using the original charger that came with my {product_purchased}, but it's not charging properly.",negative,technical_issue,technical_help,frustrated,0.9,"Customer reports a charging problem with the product and requests assistance, indicating a technical issue and frustration."
12,"I'm having an issue with the {product_purchased}. Please assist.

4. It is possible that we cannot find some type of text or a product name to identify someone like Mr. Brown.

5. On the I've reviewed the troubleshooting steps on the official support website, but they didn't resolve the problem.",negative,technical_issue,technical_help,frustrated,0.9,"The user reports an unresolved issue with the product despite following troubleshooting steps, indicating frustration and a request for technical help."
13,"I'm having an issue with the {product_purchased}. Please assist.

CQW: Why didn't I send him the invoice? Thanks a lot.

L: He's like the best customer I've met. I've noticed that the issue occurs consistently when I use a specific feature or application on my {product_purchased}.",mixed,technical_issue,technical_help,frustrated,0.85,"The customer reports an issue with the product and requests assistance, indicating a technical problem and frustration; the mention of a positive comment about the customer adds a mixed sentiment."
14,"I've recently set up my {product_purchased}, but it fails to connect to any available networks. What steps should I take to troubleshoot this issue?

I can't find the 'Product_IP' field of the I'm concerned about the security of my {product_purchased} and would like to ensure that my data is safe.",neutral,technical_issue,technical_help,confused,0.9,"The customer is asking for troubleshooting steps and expressing concern about product security, indicating a technical issue and a request for help."
15,"I'm having an issue with the {product_purchased}. Please assist.

Product Name: TPUBASK3E3KQ0


Join Date: Oct 2007 Posts: 11,532

Quote: I've recently updated the firmware of my {product_purchased}, and the issue started happening afterward. Could it be related to the update?",negative,technical_issue,technical_help,frustrated,0.9,"User reports an issue after a firmware update and requests assistance, indicating a technical problem and frustration."
16,"I'm having an issue with the {product_purchased}. Please assist.


Please note, you might have already paid for this product, which means spectators are not buying any of the products from the sale as their donations will go straight I've noticed a sudden decrease in battery life on my {product_purchased}. It used to last much longer.",negative,product_quality,technical_help,frustrated,0.9,"Customer reports a sudden decrease in battery life, indicating a product quality issue and seeking assistance."
17,"I'm having an issue with the {product_purchased}. Please assist.

- Acknowledgement: Thanks to Dan for the tip. When you purchase a new product from my store or from your local retailer, they will also provide I'm concerned about the security of my {product_purchased} and would like to ensure that my data is safe.",negative,product_quality,technical_help,frustrated,0.9,"The customer reports an issue with the product and expresses concern about data security, indicating a technical problem and frustration."
18,"I'm having an issue with the {product_purchased}. Please assist. Thanks!""

* [0] - [0] - [0] - [0]

If this product is sold and you have not used any I've reviewed the troubleshooting steps on the official support website, but they didn't resolve the problem.",negative,technical_issue,technical_help,frustrated,0.9,"The customer reports an unresolved issue with the product and requests assistance, indicating frustration and a technical problem."
19,"I'm having an issue with the {product_purchased}. Please assist. I want to be an active member of our community on YouTube... The issue I'm facing is intermittent. Sometimes it works fine, but other times it acts up unexpectedly.",negative,technical_issue,technical_help,frustrated,0.9,"The customer reports an intermittent issue with the product and requests assistance, indicating a technical problem and frustration."
20,"I'm having an issue with the {product_purchased}. Please assist.

I'm having an issue with the product_purchased}. Please assist. Customer Reviewer: My Husband was able to take an order from Apple I've checked for any available software updates for my {product_purchased}, but there are none.",negative,technical_issue,technical_help,frustrated,0.9,"Customer reports an issue with the product and requests assistance, indicating a technical problem and frustration."
21,"I'm having an issue with the {product_purchased}. Please assist.

"" -name ""Microsoft Surface Pro. ""

"" -version 1.10.2 ""1.10.2""

"" -usage I've checked for any available software updates for my {product_purchased}, but there are none.",negative,technical_issue,technical_help,frustrated,0.9,"Customer reports an issue with the product and requests assistance after checking for updates, indicating a technical problem and frustration."
22,"I'm having an issue with the {product_purchased}. Please assist.

The email address should change to: customer@julietr.com, as there is a unique id number unique for each product.

You I've tried different settings and configurations on my {product_purchased}, but the issue persists.",negative,technical_issue,technical_help,frustrated,0.9,"Customer reports ongoing issues with product settings and requests assistance, indicating frustration and a technical problem."
23,"I'm having an issue with the {product_purchased}. Please assist. (And if need be this time, that could help.)

1.3.2.1 Update my version to 3.0 or more. The issue I'm facing is intermittent. Sometimes it works fine, but other times it acts up unexpectedly.",negative,technical_issue,technical_help,frustrated,0.9,"User reports intermittent issues with the product and requests assistance and an update, indicating technical problems and frustration."
24,"I'm having an issue with the {product_purchased}. Please assist.

I'll take care of those. I've performed a factory reset on my {product_purchased}, hoping it would resolve the problem, but it didn't help.",negative,technical_issue,technical_help,frustrated,0.9,"The customer reports an unresolved issue with the product despite a factory reset, indicating frustration and a request for technical assistance."
25,"I'm having an issue with the {product_purchased}. Please assist. {product_purchased} does not represent the price which you received by the day immediately before the shipment date.

In many cases, this is the I've noticed a sudden decrease in battery life on my {product_purchased}. It used to last much longer.",negative,product_quality,complaint,frustrated,0.9,"Customer reports issues with product price representation and battery life, indicating dissatisfaction and frustration with product quality."
26,"My {product_purchased} is making strange noises and not functioning properly. I suspect there might be a hardware issue. Can you please help me with this? Thank you,

Thank you for posting.

It took me a I'm experiencing this issue on multiple devices of the same model, so it seems to be a widespread problem.",negative,technical_issue,technical_help,frustrated,0.9,"The customer reports a malfunction and strange noises indicating a technical problem and requests help, showing frustration."
27,"I'm encountering a software bug in the {product_purchased}. Whenever I try to perform a specific action, the application crashes. Are there any updates or fixes available?

On Windows Vista, this is not possible. If you are I've performed a factory reset on my {product_purchased}, hoping it would resolve the problem, but it didn't help.",negative,technical_issue,technical_help,frustrated,0.9,"User reports a software bug causing crashes and seeks updates or fixes, indicating a technical issue and a request for help."
28,"I'm having an issue with the {product_purchased}. Please assist. {{product_purchased}} must be a valid email address for your order and are valid for one week in advance. Please make your purchases as quickly as possible The issue I'm facing is intermittent. Sometimes it works fine, but other times it acts up unexpectedly.",negative,technical_issue,technical_help,frustrated,0.9,"The customer reports an intermittent issue with the product and requests assistance, indicating a technical problem causing frustration."
29,"I'm having an issue with the {product_purchased}. Please assist. Thank you.""

A statement from the consumer group had been released by Microsoft late on Tuesday afternoon. ""The purchase of this product was made using a contract with I'm using the original charger that came with my {product_purchased}, but it's not charging properly.",negative,technical_issue,technical_help,frustrated,0.9,"The customer reports a charging problem with the product and requests assistance, indicating a technical issue and frustration."
30,"I'm having an issue with the {product_purchased}. Please assist. It's not possible to remove the missing content. I've already contacted customer support multiple times, but the issue remains unresolved.",negative,product_quality,technical_help,frustrated,0.9,"Customer reports unresolved issue with product despite multiple contacts with support, indicating frustration and a technical problem."
31,"I'm having an issue with the {product_purchased}. Please assist.

I'm using a brand new product. What a strange situation.

I've just purchased a brand new one.

What to do? I've noticed that the issue occurs consistently when I use a specific feature or application on my {product_purchased}.",negative,technical_issue,technical_help,frustrated,0.9,"Customer reports a consistent issue with a new product and requests assistance, indicating frustration and a need for technical help."
32,"I'm having an issue with the {product_purchased}. Please assist.

The seller has sold the item for $29.89. When we receive your replacement, we will exchange the item for a full refund or exchange immediately upon I've already contacted customer support multiple times, but the issue remains unresolved.",negative,customer_support,complaint,frustrated,0.9,"The customer expresses an unresolved issue despite multiple contacts with support, indicating frustration and a complaint about customer support."
33,I've noticed a software bug in the {product_purchased} app. It's causing data loss and unexpected errors. How can I resolve this issue? I need assistance as soon as possible because it's affecting my work and productivity.,negative,technical_issue,technical_help,frustrated,0.95,"The user reports a software bug causing data loss and requests assistance urgently, indicating frustration and a need for technical help."
34,"I'm having an issue with the {product_purchased}. Please assist. We hope that every vendor takes the time it takes in to do the following: ""Remove the product from your account - notify consumers, call them, make their I'm concerned about the security of my {product_purchased} and would like to ensure that my data is safe.",negative,account_issue,account_help,frustrated,0.85,"The customer expresses concern about security and requests assistance, indicating frustration and an account-related issue."
35,"I'm having an issue with the {product_purchased}. Please assist.

3-3 We are in, the first day, at the {product_purchased}. Please assist.

3-2 Please assist us I've recently updated the firmware of my {product_purchased}, and the issue started happening afterward. Could it be related to the update?",negative,technical_issue,technical_help,frustrated,0.9,"Customer reports an issue with the product after a firmware update and requests assistance, indicating a technical problem and frustration."
36,"I've recently set up my {product_purchased}, but it fails to connect to any available networks. What steps should I take to troubleshoot this issue? If you know the answer, please let me know.

Do I I've noticed a sudden decrease in battery life on my {product_purchased}. It used to last much longer.",negative,technical_issue,technical_help,frustrated,0.9,"The customer reports connectivity and battery life problems and asks for troubleshooting steps, indicating a technical issue and a request for help."
37,"I'm having an issue with the {product_purchased}. Please assist. I have to ask for support from you, the customers, before the item's arrival and I can't do that. In the short term, will you pay me I've followed the troubleshooting steps mentioned in the user manual, but the issue persists.",negative,technical_issue,technical_help,frustrated,0.9,"Customer reports ongoing issue despite troubleshooting and requests assistance, indicating frustration and a technical problem."
38,"I've forgotten my password for my {product_purchased} account, and the password reset option is not working. How can I recover my account? I can reset my password by entering the following: My password still valid: password is expired I've recently updated the firmware of my {product_purchased}, and the issue started happening afterward. Could it be related to the update?",negative,account_issue,account_help,frustrated,0.9,"User is unable to reset password and suspects a firmware update caused the issue, indicating frustration and a request for account help."
39,"I'm having an issue with the {product_purchased}. Please assist.

1. Do I need to purchase a refund?

There is a way to purchase a refund from ZEROHITS, but there's not a I'm unable to find the option to perform the desired action in the {product_purchased}. Could you please guide me through the steps?",neutral,refund,refund_request,confused,0.9,"The customer is asking about how to purchase a refund and needs guidance, indicating confusion and a refund-related request."
40,"I'm having an issue with the {product_purchased}. Please assist. I have a new account in the system and a new user. I'm having this issue

Error:

[System.CollectedMessage.ThrowBack I'm concerned about the security of my {product_purchased} and would like to ensure that my data is safe.",negative,account_issue,account_help,frustrated,0.9,"User reports an issue with a new account and expresses concern about security, indicating frustration and a need for account-related assistance."
41,"I've recently set up my {product_purchased}, but it fails to connect to any available networks. What steps should I take to troubleshoot this issue?

The next step is to resolve this issue if the user is not I've noticed that the issue occurs consistently when I use a specific feature or application on my {product_purchased}.",neutral,technical_issue,technical_help,confused,0.9,"User describes a connectivity problem and asks for troubleshooting steps, indicating a technical issue and a request for help without emotional charge."
42,"I'm facing a problem with my {product_purchased}. The {product_purchased} is not turning on. It was working fine until yesterday, but now it doesn't respond.

If I'd just switched to a The issue I'm facing is intermittent. Sometimes it works fine, but other times it acts up unexpectedly.",negative,technical_issue,technical_help,frustrated,0.9,"Customer reports intermittent technical problems with the product not turning on, indicating a technical issue and seeking help."
43,"I'm having an issue with the {product_purchased}. Please assist.

The product_purchased attribute does not exist on your user's product. This is so that you can configure the {product_purchased} I need assistance as soon as possible because it's affecting my work and productivity.",negative,technical_issue,technical_help,frustrated,0.9,"User reports an issue affecting work and requests assistance urgently, indicating frustration and a technical problem."
44,"I'm having an issue with the {product_purchased}. Please assist. Thank you.""

The issue occurred after Amazon started a tool to deal with a problem like this (see page 36 of the FAQ): ""The product is not I've recently updated the firmware of my {product_purchased}, and the issue started happening afterward. Could it be related to the update?",neutral,technical_issue,technical_help,neutral,0.9,The customer is reporting a technical issue after a firmware update and is asking for assistance without expressing strong emotions.
45,"I'm having an issue with the {product_purchased}. Please assist.

I wanted a picture for my 3DS, but I already bought a lot of items, so I found an online cart: ""Fountain of Dreams Collection I'm unable to find the option to perform the desired action in the {product_purchased}. Could you please guide me through the steps?",neutral,technical_issue,technical_help,confused,0.9,"The user is asking for assistance with a product feature and is unable to find how to perform an action, indicating confusion and a request for technical help."
46,"I'm having an issue with the {product_purchased}. Please assist. Thanks"".

""As a result I'm having an issue with the 1.0 patch. Please assist.""

""All I'm asking is to update I'm concerned about the security of my {product_purchased} and would like to ensure that my data is safe.",neutral,technical_issue,technical_help,confused,0.85,"The user reports an issue with a product patch and requests assistance, indicating a technical problem and a need for help, with a neutral and slightly confused tone."
47,"I'm having an issue with the {product_purchased}. Please assist. We have not yet provided an address or a name for this product. If this website does not exist, please contact us with this information and we will provide it. I need assistance as soon as possible because it's affecting my work and productivity.",negative,technical_issue,technical_help,frustrated,0.9,"The customer reports an issue affecting work and requests assistance urgently, indicating frustration and a technical problem."
48,"I'm having an issue with the {product_purchased}. Please assist.


This product is not found on, and should NOT come from, this site.


Not sure about what this product covers?

Product Description I'm experiencing this issue on multiple devices of the same model, so it seems to be a widespread problem.",negative,product_quality,complaint,frustrated,0.9,"The customer reports an issue with the product, indicating a widespread problem and confusion about the product description, showing frustration and a complaint about product quality."
49,"I'm having an issue with the {product_purchased}. Please assist.

Please. Don't.

Don't see my issue? Please contact me. I'm unable to find the option to perform the desired action in the {product_purchased}. Could you please guide me through the steps?",negative,technical_issue,technical_help,frustrated,0.9,"The user reports an issue with the product and requests assistance, indicating frustration and a need for technical help."
50,"I'm having an issue with the {product_purchased}. Please assist. If you've received a refund, please contact Customer Service. Otherwise, please call us at 303.938.2837. I'm having an issue with the I'm concerned about the security of my {product_purchased} and would like to ensure that my data is safe.",negative,technical_issue,technical_help,frustrated,0.9,"The customer reports an issue with the product and concerns about data security, indicating a technical problem and a request for assistance."
51,"I'm encountering a software bug in the {product_purchased}. Whenever I try to perform a specific action, the application crashes. Are there any updates or fixes available?

There are several packages that run in memory by default. These I'm experiencing this issue on multiple devices of the same model, so it seems to be a widespread problem.",negative,technical_issue,technical_help,frustrated,0.95,"The user reports a software bug causing crashes on multiple devices and asks for updates or fixes, indicating a technical issue and a request for help."
52,"I've recently set up my {product_purchased}, but it fails to connect to any available networks. What steps should I take to troubleshoot this issue?.......................................................1. Visit https://forum.ejconop I've reviewed the troubleshooting steps on the official support website, but they didn't resolve the problem.",negative,technical_issue,technical_help,frustrated,0.9,Customer reports a technical problem with product connectivity and seeks troubleshooting help after trying official steps without success.
53,I'm having an issue with the {product_purchased}. Please assist. Please. Please. I need assistance as soon as possible because it's affecting my work and productivity.,negative,technical_issue,technical_help,frustrated,0.9,"The user reports an issue affecting work and requests urgent assistance, indicating frustration and a need for technical help."
54,"I'm having an issue with the {product_purchased}. Please assist.

If it's not working I can't help you. I've performed a factory reset on my {product_purchased}, hoping it would resolve the problem, but it didn't help.",negative,technical_issue,technical_help,frustrated,0.9,"The customer reports a problem with the product and has already tried a factory reset without success, indicating frustration and a request for technical assistance."
55,"I've noticed a software bug in the {product_purchased} app. It's causing data loss and unexpected errors. How can I resolve this issue? For those who live in the U.S., you can use the {product_ I'm unable to find the option to perform the desired action in the {product_purchased}. Could you please guide me through the steps?",negative,technical_issue,technical_help,frustrated,0.9,"The user reports a software bug causing data loss and requests guidance to resolve the issue, indicating frustration and a need for technical help."
56,"I'm having an issue with the {product_purchased}. Please assist. The requested address will be returned within 3 – 9 business days. Please do not hesitate to contact us using the appropriate form.

(9 weeks from purchase time I'm unable to find the option to perform the desired action in the {product_purchased}. Could you please guide me through the steps?",neutral,technical_issue,technical_help,confused,0.85,"The customer is asking for assistance with a product issue and guidance on how to perform an action, indicating a technical help request with a confused emotion."
57,I'm having an issue with the {product_purchased}. Please assist. I've noticed that the issue occurs consistently when I use a specific feature or application on my {product_purchased}.,negative,technical_issue,technical_help,frustrated,0.9,"The customer reports a consistent issue with a product feature and requests assistance, indicating a technical problem and frustration."
58,"I'm having an issue with the {product_purchased}. Please assist.

Thank you! This product was added to your friend's shopping cart at your friend's favorite store.

Sorry, your account is not loaded. I've followed the troubleshooting steps mentioned in the user manual, but the issue persists.",negative,technical_issue,technical_help,frustrated,0.9,"User reports an unresolved issue despite following troubleshooting steps, indicating a technical problem and a request for help."
59,"I've forgotten my password for my {product_purchased} account, and the password reset option is not working. How can I recover my account?

What happens when you lose all of your money without a credit card? The issue I'm facing is intermittent. Sometimes it works fine, but other times it acts up unexpectedly.",negative,account_issue,account_help,frustrated,0.9,"User is unable to reset password and is experiencing intermittent issues with account access, indicating frustration and a need for account assistance."
60,"I'm having an issue with the {product_purchased}. Please assist. Also note: Your information gets deleted every time an article is sent to a website you've never viewed.

{Product_id} is a unique identifier in I'm not sure if this issue is specific to my device or if others have reported similar problems.",negative,technical_issue,technical_help,frustrated,0.9,"The customer reports an issue with the product and requests assistance, indicating a technical problem and frustration."
61,"I'm having an issue with the {product_purchased}. Please assist. It's time for me to update the product list

I'm having an issue with the{product_purchased}. Please assist. It's time for I've performed a factory reset on my {product_purchased}, hoping it would resolve the problem, but it didn't help.",negative,technical_issue,technical_help,frustrated,0.9,Customer reports an unresolved issue with the product despite a factory reset and requests assistance.
62,"I'm having an issue with the {product_purchased}. Please assist.

I was able to get my $50 bag from the vendor, but the bags I was wearing in the show were covered in stickers and the price for those I've tried different settings and configurations on my {product_purchased}, but the issue persists.",negative,product_quality,complaint,frustrated,0.85,"Customer reports persistent issues with the product despite attempts to fix it, indicating frustration and a complaint about product quality."
63,"I'm having an issue with the {product_purchased}. Please assist.

}

} }

function getProductCount () {orters(function ($p ) { // This gets the count for all the items in the The issue I'm facing is intermittent. Sometimes it works fine, but other times it acts up unexpectedly.",negative,technical_issue,technical_help,frustrated,0.9,"User reports an intermittent issue with the product and requests assistance, indicating a technical problem and frustration."
64,"I'm having an issue with the {product_purchased}. Please assist.

4.1.7 Add a custom app icon to the app window. Click App Manager. You'll see a list of all of the new apps ( I've checked the device settings and made sure that everything is configured correctly.",negative,technical_issue,technical_help,frustrated,0.85,"User reports an issue with the product and requests assistance, indicating a technical problem and frustration."
65,"I'm facing a problem with my {product_purchased}. The {product_purchased} is not turning on. It was working fine until yesterday, but now it doesn't respond. I'm working around this problem by switching off I've noticed a peculiar error message popping up on my {product_purchased} screen. It says '{error_message}'. What does it mean?",negative,technical_issue,technical_help,frustrated,0.95,"The customer reports a product not turning on and an error message, indicating a technical problem and seeking help."
66,"There seems to be a glitch in the {product_purchased} software. It freezes frequently, making it difficult to use. Can you please provide a solution?

""I'd love to do this on my own. It's a I've noticed a peculiar error message popping up on my {product_purchased} screen. It says '{error_message}'. What does it mean?",negative,technical_issue,technical_help,frustrated,0.95,"The customer reports software glitches and error messages, indicating technical problems and requests help, showing frustration."
67,"I've noticed a software bug in the {product_purchased} app. It's causing data loss and unexpected errors. How can I resolve this issue?

A good way to resolve this software issue is to use a custom configuration file The issue I'm facing is intermittent. Sometimes it works fine, but other times it acts up unexpectedly.",negative,technical_issue,technical_help,frustrated,0.9,"The customer reports a software bug causing data loss and unexpected errors, indicating a technical issue and seeking help to resolve it, expressing frustration."
68,"I've accidentally deleted important data from my {product_purchased}. Is there any way to recover the deleted files? I need them urgently. What can I do to recover them?

Product purchases are never recoverable from the database. I'm worried that the issue might be hardware-related and might require repair or replacement.",negative,technical_issue,technical_help,frustrated,0.95,"Customer is asking for help recovering deleted data and is worried about a possible hardware issue, indicating frustration and a technical problem."
69,"I'm having an issue with the {product_purchased}. Please assist. If your product is purchased with the {product_purchased}, the {product_purchased} will be refunded.

7) Pay it I've performed a factory reset on my {product_purchased}, hoping it would resolve the problem, but it didn't help.",negative,product_quality,technical_help,frustrated,0.9,"The customer reports an unresolved issue with the product despite a factory reset and mentions a refund, indicating dissatisfaction and a request for technical assistance."
70,"I'm unable to access my {product_purchased} account. It keeps displaying an 'Invalid Credentials' error, even though I'm using the correct login information. How can I regain access to my account? If you don't I'm concerned about the security of my {product_purchased} and would like to ensure that my data is safe.",negative,account_issue,account_help,frustrated,0.95,"User is unable to access their account and is concerned about security, indicating frustration and a request for help with account access."
71,"I've accidentally deleted important data from my {product_purchased}. Is there any way to recover the deleted files? I need them urgently. What about my {search } files?

The {product_purchased} is the I'm using the original charger that came with my {product_purchased}, but it's not charging properly.",negative,technical_issue,technical_help,frustrated,0.9,"User reports data deletion and charging problems, indicating technical issues and a request for help."
72,"I've recently set up my {product_purchased}, but it fails to connect to any available networks. What steps should I take to troubleshoot this issue? I've tried clearing the cache and data for the {product_purchased} app, but the issue persists.",neutral,technical_issue,technical_help,confused,0.9,"The user describes a technical problem and asks for troubleshooting steps, showing confusion but no strong positive or negative sentiment."
73,"I'm having an issue with the {product_purchased}. Please assist. When I first noticed {product_purchased} the new price of the book was too high. I've already sent out the refund request, but they will I've checked for software updates, and my {product_purchased} is already running the latest version.",mixed,product_quality,technical_help,frustrated,0.8,"The user mentions an issue with the product, a refund request, and checking for software updates, indicating mixed sentiment and frustration related to product quality and technical help."
74,"My {product_purchased} is making strange noises and not functioning properly. I suspect there might be a hardware issue. Can you please help me with this?


This is a product that must fit in a box. Please let me I've noticed a peculiar error message popping up on my {product_purchased} screen. It says '{error_message}'. What does it mean?",negative,technical_issue,technical_help,frustrated,0.9,"Customer reports malfunction and error message, indicating a technical problem and requests help."
75,"I'm having an issue with the {product_purchased}. Please assist. Please, take care of such requests.

[1] M.V.V.

[2] The above-mentioned is made up with specific I've checked the device settings and made sure that everything is configured correctly.",negative,technical_issue,technical_help,frustrated,0.9,"The customer reports an issue with the product and requests assistance, indicating a technical problem and frustration."
76,"I'm having an issue with the {product_purchased}. Please assist. 1. It is not allowed to purchase a product from an individual, or for a company in which there are no specific employees or employees, and all products have to I've followed the troubleshooting steps mentioned in the user manual, but the issue persists.",negative,technical_issue,technical_help,frustrated,0.85,"The user reports an unresolved issue with the product despite following troubleshooting steps, indicating frustration and a request for technical help."
77,"I'm having an issue with the {product_purchased}. Please assist. I've got a customer who has sent me a $25 invoice! I want to know if this will correct this.

I just downloaded the demo and I I'm experiencing this issue on multiple devices of the same model, so it seems to be a widespread problem.",negative,technical_issue,technical_help,frustrated,0.9,"The user reports an issue with the product on multiple devices and requests assistance, indicating frustration and a technical problem."
78,"I'm having an issue with the {product_purchased}. Please assist.

Product #8

4-8-0-1

The product code on your product.

#Product ID : {product_id I've checked the device settings and made sure that everything is configured correctly.",negative,technical_issue,technical_help,frustrated,0.9,"Customer reports an issue with the product and requests assistance, indicating a technical problem and frustration."
79,"I'm having an issue with the {product_purchased}. Please assist. Thank you

The customer's rating and reviews are important, but they don't have an impact on your credit score

For over mogul financial companies who have I've performed a factory reset on my {product_purchased}, hoping it would resolve the problem, but it didn't help.",negative,technical_issue,technical_help,frustrated,0.9,Customer reports an unresolved issue with the product despite a factory reset and requests assistance.
80,"I'm having an issue with the {product_purchased}. Please assist.

This is for the best experience and you can't use your phone while waiting for deliveries or when you pick it up.

Please help by posting a I've tried using different cables, adapters, or peripherals with my {product_purchased}, but the issue persists.",negative,technical_issue,technical_help,frustrated,0.9,"The user reports an ongoing issue with the product despite trying different cables and adapters, indicating a technical problem and a request for help."
81,I'm having an issue with the {product_purchased}. Please assist. I'm unable to find the option to perform the desired action in the {product_purchased}. Could you please guide me through the steps?,neutral,technical_issue,technical_help,confused,0.9,"The customer is requesting assistance with a product feature, indicating a technical issue and a need for guidance, with a neutral and confused tone."
82,"I'm encountering a software bug in the {product_purchased}. Whenever I try to perform a specific action, the application crashes. Are there any updates or fixes available? I don't know about any updates to the product. It's hard I'm unable to find the option to perform the desired action in the {product_purchased}. Could you please guide me through the steps?",negative,technical_issue,technical_help,frustrated,0.95,"User reports a software bug causing crashes and requests guidance, indicating frustration and a need for technical help."
83,"I'm having an issue with the {product_purchased}. Please assist.

<p>

A full time customer service representative will arrive soon.

<p>

If you would like to respond to a message I've tried different settings and configurations on my {product_purchased}, but the issue persists.",negative,technical_issue,technical_help,frustrated,0.9,"Customer reports ongoing issues with product despite trying different settings, indicating a technical problem and request for assistance."
84,"I'm having an issue with the {product_purchased}. Please assist. Your product may be available on other websites with the same keyword or your brand.

Thank you. I've noticed a sudden decrease in battery life on my {product_purchased}. It used to last much longer.",negative,product_quality,technical_help,frustrated,0.9,"Customer reports an issue with battery life, indicating a product quality problem and requests assistance."
85,"I'm facing issues logging into my {product_purchased} account. It says my account is locked. What should I do to unlock it?

Please log into your login browser and check to see if the account has been locked. I'm experiencing this issue on multiple devices of the same model, so it seems to be a widespread problem.",negative,account_issue,account_help,frustrated,0.9,"User is unable to log in due to a locked account and is seeking help to resolve the issue, expressing frustration."
86,"I've forgotten my password for my {product_purchased} account, and the password reset option is not working. How can I recover my account?

If you have not used login tokens for the previous 12 months, the login token I've reviewed the troubleshooting steps on the official support website, but they didn't resolve the problem.",negative,account_issue,account_help,frustrated,0.95,"User is unable to reset password and recover account despite following troubleshooting steps, indicating frustration and an account-related issue."
87,I'm having an issue with the {product_purchased}. Please assist. * * * @param {number}_item * * @return {item} @*/if (_ejection_exceeds(_proposal)) I've noticed that the issue occurs consistently when I use a specific feature or application on my {product_purchased}.,negative,technical_issue,technical_help,frustrated,0.9,Customer reports a consistent issue with a product feature and requests assistance.
88,"I'm facing a problem with my {product_purchased}. The {product_purchased} is not turning on. It was working fine until yesterday, but now it doesn't respond.

I'm using a phone now, I'm unable to find the option to perform the desired action in the {product_purchased}. Could you please guide me through the steps?",mixed,technical_issue,technical_help,frustrated,0.9,"The customer reports a product not turning on (technical issue) and requests guidance on using a feature, indicating a need for technical help and some frustration."
